"BANK","IFSC","MICR","BRANCH","ADDRESS","CONTACT","CITY","DISTRICT","STATE"
"BANK OF INDIA","BKID0007927","176013152.0","KANGRA","KALRA'S DHARAMSALA ROADDISTT KANGRA, HIMACHAL PRADESH-176001","0.0","KANGRA (HP)","KANGRA (HP)","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007926","174013201.0","UNA","UPPER GROUND FLOOR, CITY CENTRE, MAIN ROAD,NEAR BUSTSTAND, WARD NO.3 GALUA","1975228677.0","UNA","UNA","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007925","176013002.0","CHAMBA","KHANNA NIWAS HARDASPURA,OPP SHANIDEV TEMPLEDISTT CHAMBA, HIMACHAL PRADESH-176318","0.0","CHAMBA","CHAMBA","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007924","173013102.0","PAONTA SAHIB","NH 72, NEAR BHANGRAN CHOWK,MAIN MARKET, WARDNO 7,MAIN MARKET, WARD NO 7, PAONTA SAHIB,","0.0","PAONTA SAHIB(DIST- SIRMOUR)","PAONTA SAHIB(DIST- SIRMOUR)","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007923","160013018.0","MANPURA","MAIN MARKET, MANPURA, DISTT SOLAN","0.0","SOLAN","SOLAN","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007922","177013002.0","HAMIRPUR","GROUND FLOOR, ANTARIKSH MALL,WARD NO. 2, GANDHI CHOWK,","1972224342.0","HAMIRPUR","HAMIRPUR","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007921","175013002.0","KULLU","FIRST FLOOR, HOTEL NESTSARWARI BUS STAND(ISBT) KULLU","0.0","KULU ( HP)","KULU ( HP)","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007920","175013001.0","MANDI","POST BOX NO. 12SCHOOL BAZAR, MANDI (DIST. MANDI)","1905226083.0","MANDI HIMACHAL PRADESH","MANDI HIMACHAL PRADESH","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007917","160013009.0","BADDI","FUAJI COMPLEX, SAI ROADBADDI, TEHSIL NALAGARH,","1795247896.0","BADDI","BADDI","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007916","171013001.0","SOLAN","BHAKRU COMPLEX, RAJGARH ROADNEAR D.C. OFFICE,","1792226542.0","SOLAN","SOLAN","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007915","173013052.0","PANJEHRA","VILL. & P.O.PANJEHRABLOCK NALAGARH, DIST. SOLAN","1795238204.0","PANJEHRA (DIST. SOLAN)","PANJEHRA (DIST. SOLAN)","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007914","NA","KATHUA","BANK OF INDIA,KATHUA BRANCH NEERAJ MALL,SHAHIDI CHOWK,WARD NO 5,DISTRICT KATHUA,J AND K 184101","0.0","KATHUA","KATHUA","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007913","NA","KATRA","BHAWANI'S PARADISE HOTELJAMMU ROAD KATRA (J & K) 182301","0.0","KATRA","KATRA","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007912","180013005.0","JAMMU MID CORPORATE","SEWA COMPLEX, OPPOSITE FIRE STATION,NATIONAL HIGHWAY GANGYAL,  JAMMU","1912480363.0","JAMMU","JAMMU","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007911","180013004.0","GANGYAL","PCDA NARWAL PAIN SATWARIJAMMU AND KASHMIR","1912438004.0","SATWARI (JAMMU & KASHMIR)","SATWARI (JAMMU & KASHMIR)","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007909","175013102.0","MANALI","HOTEL NEELKANKTHTHE MALL, MANALI,","1902254433.0","MANALI","MANALI","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007908","171013052.0","DARGI","VILL. DARGI, P.O.SAINJ, VIA DHAMITEHSIL SUNI, DIST. SIMLA,","1772798841.0","DARGI (DIST. SIMLA)","DARGI (DIST. SIMLA)","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007907","171013053.0","SAROG","VILL. & P.O. SAROGTEHSIL THEOG, DIST SIMLA","1783234225.0","SAROG (DIST. SIMLA)","SAROG (DIST. SIMLA)","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007906","180013003.0","SATWARI","19, SATWARIJAMMU,","1912454021.0","JAMMU","JAMMU","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007904","190013003.0","DALGATE","KHYAM CHOWK, OPP. KHYBER HOSPITAL,DALGATE, SRINAGAR,","1942471914.0","SRINAGAR","SRINAGAR","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007903","182013001.0","UDHAMPUR","23/11,MUKERJEE BAZAR,COURT ROADPOST BOX NO. 5, UDHAMPUR, DIST.UDHAMPUR","1992270784.0","UDHAMPUR","UDHAMPUR","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007902","171013002.0","SIMLA","45, THE MALLPOST BOX NO. 16,","1772805932.0","SIMLA","SIMLA","HIMACHAL PRADESH"
"BANK OF INDIA","BKID0007901","180013002.0","JAMMU","VIR MARGRESIDENCY ROAD,","1912543397.0","JAMMU","JAMMU","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007900","190013002.0","SRINAGAR","MAULANA AZAD ROADSRINAGAR, (J&K)","1942474210.0","SRINAGAR","SRINAGAR","JAMMU AND KASHMIR"
"BANK OF INDIA","BKID0007859","WAITING","BORANADA","AT AND POST BORANADA TAHSIL JODHPUR PIN 342012","0.0","JODHPUR","JODHPUR","RAJASTHAN"
"BANK OF INDIA","BKID0007854","344013003.0","SHEO","NEAR SWAGAT HOTEL NH 15 SHEO TAHSIL SHEO DIST BARMER PIN 344701 RAJASTHAN","0.0","SHEO","BARMER","RAJASTHAN"
"BANK OF INDIA","BKID0007853","326013003.0","BHAWANI MANDI","NEAR NEHRU GARDEN GURUDWARA ROAD AT POST BHAWANI MANDI PIN 326502","0.0","BHAWANI MANDI","JHALAWAR","RAJASTHAN"
"BANK OF INDIA","BKID0007852","345013003.0","POKARAN","JODHPUR JAISALMER ROAD NH114 POKARAN","0.0","JAISALMER","JAISALMER","RAJASTHAN"
"BANK OF INDIA","BKID0007851","314013003.0","SAGWARA","NEAR PRIVATE BUS STAND DUNGARPUR BANSWARA ROAD AT POST SAGWARA PIN 314025","0.0","SAGWARA","DUNGARPUR","RAJASTHAN"
"BANK OF INDIA","BKID0007850","313013006.0","SALUMBER","OPP PANCHAYAT SAMITI CHETAK COMPLEX AT POST AND TAHSIL SALUMBER 313027","0.0","SALUMBAR","UDAIPUR","RAJASTHAN"
"BANK OF INDIA","BKID0007845","274013102.0","PADRAUNA","HOUSE NO.24, WARD NO.26, ONKAR VATIKA COLONY KATKUIYAN, DISTT KUSHI NAGAR","0.0","PADRAUNA (DIST KUSHI NAGAR) UP","PADRAUNA (DIST KUSHI NAGAR) UP","UTTAR PRADESH"
"BANK OF INDIA","BKID0007842","243013202.0","BADAUN","SANT MOTORS INDIRA CHOWKBAREILLY ROAD, BADAUN, DIST BADAUN","0.0","BADAUN (U.P.)","BADAUN (U.P.)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007841","243013003.0","NEW BAREILLY BRANCH","ADJ LEAF PETROL PUMP MAIN ROAD, MAHANAGARPILIBHIT BYE PASS ROAD, BAREILLY","0.0","BAREILLY ( UP)","BAREILLY ( UP)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007840","243013002.0","BAREILLY","46, CIVIL LINESP. B. NO. 110,","5812570993.0","BAREILLY ( UP)","BAREILLY ( UP)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007835","221013501.0","GOPIGANJ","KAILASH EMPIRE, GROUND FLOOR, G.T. ROAD,GOPIGANJ  221303 UTTAR PRADESH","0.0","GOPIGANJ","GOPIGANJ","UTTAR PRADESH"
"BANK OF INDIA","BKID0007832","228013004.0","MUSAFIRKHANA","HOUSER NO 767 WARD 7DIST SULTANPUR","5361222144.0","SULTANPUR","SULTANPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007831","228013002.0","SULTANPUR","KHWAJA COMPLEXPUNJABI COLONY, SULTANPUR, DIST. SULTANPUR","5362.99582","SULTANPUR","SULTANPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007830","228013003.0","KAUHAR","OPP. SAMRAT BICYCLES LTD.P. O. GAURIGANJ, DIST SULTANPUR","5368244156.0","KAUHAR (DIST.SULTANPUR)","KAUHAR (DIST.SULTANPUR)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007824","261013502.0","MAHMOODABAD","RAMPUR-MATHURA ROAD, OPP. RAM AKBAL GUN HOUSEMAHMOODABAD, DIST. SITAPUR(UP), PIN-261203","5864253809.0","MAHMOODABAD (U.P.)","MAHMOODABAD (U.P.)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007823","261013501.0","KHAIRABAD","JLMDJ. INTER COLLEGEKHAIRABAD","5862252861.0","KHAIRABAD (UP)","KHAIRABAD (UP)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007822","262013501.0","KAMLAPUR","OPP. POLICE STATIONAT & POST KAMLAPUR, DIST. SITAPUR","5864232226.0","RANKHANDI (DIST SAHARANPUR)","RANKHANDI (DIST SAHARANPUR)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007820","261013001.0","SITAPUR","BHAGWAT BHAWAN315,NAI BASTI, JAIL ROAD,","5862270291.0","SITAPUR","SITAPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007815","211013501.0","MANJHANPUR","CHAK NAGAR MANJHANPUR, SIRATHU ROADMANJHANPUR, DISTT KAUSHAMBI","0.0","MANJHANPUR (DISTT KAUSHAMBI) UP","MANJHANPUR (DISTT KAUSHAMBI) UP","UTTAR PRADESH"
"BANK OF INDIA","BKID0007814","247013005.0","SAHARANPUR DELHI ROAD","NIRMALA TOWER, NEAR HASANPUR CHUNGIDELHI ROAD SAHARANPUR-247001(U.P)","1322760191.0","SAHARANPUR, UP","SAHARANPUR, UP","UTTAR PRADESH"
"BANK OF INDIA","BKID0007813","247013004.0","AMBALA ROAD (SAHARANPUR)","AMBALA ROAD, OPP GURU NANAK INTER COLLEGEDIST : SAHARANPUR,","1322644894.0","SAHARANPUR","SAHARANPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007812","247013002.0","RANKHANDI","VILLAGE RANKHANDINEAR DEOBANDH, DIST SAHARANPUR","22340.0","RANKHANDI (DIST SAHARANPUR)","RANKHANDI (DIST SAHARANPUR)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007810","247013001.0","SAHARANPUR","SHRI TRILOK CHAND JAIN MARKETCOURT ROAD,","1322646172.0","SAHARANPUR","SAHARANPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007809","247013501.0","SARSAWA","OPPOSITE GURUDWARASARSAWA, DISTT. SAHARANPUR","1331244130.0","SAHARANPUR","SAHARANPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007808","247013402.0","BEHAT","MAIN SHAKUMBARI CHOWKBEHAT, DISTT. SAHARANPUR","9997178500.0","SAHARANPUR","SAHARANPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007806","244013502.0","AMROHA","BIJNOR ROAD,NEAR SUNNY DHARAMKANTADISTT. JYOTIBA PHULE NAGAR","0.0","AMROHA","AMROHA","UTTAR PRADESH"
"BANK OF INDIA","BKID0007805","244013602.0","SAMBHAL","ARYA SAMAJ ROADSAMBHAL","5923231515.0","SAMBHAL (UP)","SAMBHAL (UP)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007804","244013003.0","MORADABAD SME","A-16 GANDHI NAGARRAMPUR ROAD MORADABAD","5912492046.0","MORADABAD","MORADABAD","UTTAR PRADESH"
"BANK OF INDIA","BKID0007803","244013051.0","JIGNIA","VILLAGE JIGNIAP.O.SIRSI, DIST. MORADABAD","9760311315.0","JIGNIA (DIST. MORADABAD)","JIGNIA (DIST. MORADABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007802","202013151.0","KUNDERKI","PREM BHAWANMOHALLA BAZAR, KUNDERKI,DIST. MORADABAD","59222223.0","KUNDERKI (DIST. MORADABAD)","KUNDERKI (DIST. MORADABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007801","244013052.0","PAKWADA","BASTI NAUBAT RAMVILLAGE & POST PAKWADA,","0.0","PAKWADA (UP)","PAKWADA (UP)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007800","244013002.0","MORADABAD","BINDAL COMPLEXCHOUMUKHAPUR (TOWN HALL)","5912316063.0","MORADABAD","MORADABAD","UTTAR PRADESH"
"BANK OF INDIA","BKID0007761","204013501.0","SADABAD","ASHIRWAD PALACE, HATHRAS ROAD, SADABADDIST. MAHAMAYANAGAR","5661283232.0","SADABAD (DISTT. MAHAMAYANAGAR UP)","SADABAD (DISTT. MAHAMAYANAGAR UP)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007760","204013101.0","MAHAMAYANAGAR (HATHRAS)","OPP. HATHRAS GATE POLICE STATIONALIGARH ROAD, HATHRAS,","5722230131.0","HATHRAS","HATHRAS","UTTAR PRADESH"
"BANK OF INDIA","BKID0007755","202013053.0","BARLA BRANCH","BARLA MOD, GANGIRI (TEHSIL)  DISTRICT- ALIGAR STATE-U.P.  PINCODE-202129","0.0","ALIGARH","ALIGARH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007754","202013052.0","KHAIR","AGARSEN MARKET ,ALIGARH PALWAL ROAD ,KHAIR NPEEPAL MANDI KHAIR TEHSIL.KHAIR -202138.DISTTUP","0.0","ALIGARH","ALIGARH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007753","202013051.0","TAPPAL","OPP. CHURCH SCHOOL, MAIN ROAD, TAPPALDIST. ALIGARH, U.P.","0.0","ALIGARH","ALIGARH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007752","202013004.0","CHHERAT","HEINZ INDIA PVT. LTD.  PREMISES,POST- CDF CHHEERAT","5712904289.0","ALIGARH","ALIGARH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007751","202013003.0","ALIGARH SSI","PREET PLAZA2/159 NIRANJANPURI,","5712743026.0","ALIGARH","ALIGARH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007750","202013002.0","ALIGARH","COURTS OF WARD COMPOUNDOPP.GANDHI PARK,AGRA ROAD,","5712421653.0","ALIGARH","ALIGARH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007730","205013006.0","KARIMGANJ","VILL AND POST-KARIMGANJ MAINPURI-KURAOLI ROADDISTT-MAINPURI","9389877485.0","MAINPURI","MAINPURI","UTTAR PRADESH"
"BANK OF INDIA","BKID0007729","205013005.0","ANGAUTHA","VILLAGE  AND POST - ANGAUTHA, DISTT. MAINPURI,","0.0","ANGAUTHA (DIST. MAINPURI)","ANGAUTHA (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007728","207013151.0","ALIGANJ (AGRA)","SHIVANI BHAWAN,MAIN MARKET, TEHSIL ROADALIGANJ ETAH","0.0","ETAH","ETAH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007727","202013005.0","TALA NAGRI","G - 4 , COMMERCIAL PLOT,NEAR UPSIDC OFFICETALANAGRI","0.0","ALIGARH","ALIGARH","UTTAR PRADESH"
"BANK OF INDIA","BKID0007726","205013510.0","BHOGAON","MADAN INTER-COLLEGE BHOGAON,","5673263073.0","MAINPURI","MAINPURI","UTTAR PRADESH"
"BANK OF INDIA","BKID0007725","205013511.0","KUCHELA","VILLAGE & POST - KUCHELAMAINPURI","5672224012.0","MAINPURI","MAINPURI","UTTAR PRADESH"
"BANK OF INDIA","BKID0007724","205013003.0","CIVIL LINES, MAINPURI","NEAR CDO OFFICE, MAINPURI,","5672234312.0","MAINPURI","MAINPURI","UTTAR PRADESH"
"BANK OF INDIA","BKID0007723","205013508.0","KARHAL","MOHALLA BAZAR, CINEMA ROADKARHAL, DIST.MAINPURI,","5677282412.0","KARHAL (DIST. MAINPURI)","KARHAL (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007722","205013507.0","RAMPURA","VILL. RAMPURA, POST KURRAHTEHSIL KARHAL, DIST MAINPURI","0.0","RAMPURA (DIST. MAINPURI)","RAMPURA (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007721","205013509.0","MADHAU","NAVEEN MANDI SAMITI STHALAGRA ROAD, DIST. MAINPURI","5672234378.0","MADHAU (DIST. MAINPURI)","MADHAU (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007720","205013524.0","LACHHPUR","SHIKOHABAD BATESHWAR ROADPOST NASIRPUR, DIST FIROZABAD","5676252621.0","LACHHPUR (DIST. FIROZABAD)","LACHHPUR (DIST. FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007719","205013523.0","EKA","AT & POST EKADISTRICT FIROZABAD","5671261246.0","EKA (DIST. FIROZABAD)","EKA (DIST. FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007718","205013503.0","SAMAN","AT & POST SAMANDISTRICT MAINPURI,","5673277017.0","SAMAN (DIST. MAINPURI)","SAMAN (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007717","205013504.0","JYOTI","AT & POST JYOTIDISTRICT MAINPURI,","5672226053.0","JYOTI (DIST. MAINPURI)","JYOTI (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007716","205013521.0","BHARAUL","SHIKOHABAD - MAINPURI LINK ROADAT & POST BHARAUL, DIST. FIROZABAD","5676228213.0","BHARAUL (DIST. FIROZABAD)","BHARAUL (DIST. FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007715","209013525.0","NAVIGANJ","AT & POST NAVIGANJDISTRICT MAINPURI,","5673275220.0","NAVIGANJ (DIST. MAINPURI)","NAVIGANJ (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007714","205013542.0","MADANPUR","AT & POST MADANPURDISTRICT FIROZABAD, DIST. FIROZABAD","5676267228.0","MADANPUR (DIST. FIROZABAD)","MADANPUR (DIST. FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007713","283013502.0","PHARIHA","AT & POST PHARIHADIST FIROZABAD, DIST FIROZABAD","5612275245.0","PHARIHA (DIST. FIROZABAD)","PHARIHA (DIST. FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007712","283013501.0","MAKHANPUR","SHAKUNTALA BHAVANAT & POST MAKHANPUR, DIST. FIROZABAD","5676230228.0","MAKHANPUR (DIST.FIROZABAD)","MAKHANPUR (DIST.FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007711","205013543.0","BARNAHAL","BARNAHALDISTRICT MAINPURI,","5677255020.0","BARNAHAL (DIST. MAINPURI)","BARNAHAL (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007710","205013501.0","JAGIR","AT & POST JAGIRDISTRICT MAINPURI,","9219425297.0","JAGIR","JAGIR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007709","205013522.0","ABBASPUR","VILLAGE BHARAIELPUR,POST GHAGHAUDISTRICT FIROZABAD,","9219417079.0","ABBASPUR (DIST. FIROZABAD)","ABBASPUR (DIST. FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007708","205013502.0","SULTANGANJ","AT & POST SULTANGANJDISTRICT MAINPURI,","5673271008.0","SULTANGANJ (DIST. MAINPURI)","SULTANGANJ (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007707","205013505.0","KURAOLI","G. T. ROAD, KURAOLIDIST - MAINPURI,","5672244026.0","KURAOLI (DIST. MAINPURI)","KURAOLI (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007706","205013525.0","PARHAM","MOHALLA NAGARKHELPARHAM, DIST FIROZABAD","5671260271.0","PARHAM (DIST.FIROZABAD)","PARHAM (DIST.FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007705","205013202.0","SIRSAGANJ","NEAR BUS STANDITAWAH ROAD, SIRSAGANJ, DIST FIROZABAD","5676222183.0","SIRSAGANJ (DIST. FIROZABAD)","SIRSAGANJ (DIST. FIROZABAD)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007704","205013102.0","SHIKOHABAD","BARA PANCH,PAKKA TALAB,TIKMANI BUILDING,SHIKOHABAD,DIST.FIROZABAD","5676234572.0","SHIKOHABAD","SHIKOHABAD","UTTAR PRADESH"
"BANK OF INDIA","BKID0007703","209013526.0","BEWAR","G. T. ROAD BY PASSBEWAR, DIST MAINPURI","5673272227.0","BEWAR (DIST. MAINPURI)","BEWAR (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007702","205013506.0","KUSMARA","KUSMARADISTRICT MAINPURI,","5673242202.0","KUSMARA (DIST. MAINPURI)","KUSMARA (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007701","205013541.0","GHIROR","GHIRORDISTRICT MAINPURI,","5672284026.0","GHIROR (DIST. MAINPURI)","GHIROR (DIST. MAINPURI)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007700","205013002.0","MAINPURI","J.P. MANSION, KRISHNA TALKIES ROAD,NEAR BARA CHAURAHA, MAINPURI","5672234238.0","MAINPURI","MAINPURI","UTTAR PRADESH"
"BANK OF INDIA","BKID0007691","WAITING","KANDA MANSINGH","NARAYANNAGAR VILLAGE KANDA MANSINGH PO MEERTHI","0.0","PITHORAGARH","PITHORAGARH","UTTARAKHAND"
"BANK OF INDIA","BKID0007690","WAITING","THAKURPUR","THAKURPUR ROAD SHYAMNAGAR PO UMEDPUR PREM NAGAR","0.0","DEHRADUN","DEHRA DUN","UTTARAKHAND"
"BANK OF INDIA","BKID0007664","WAITING","BOPADA","VILLAGE BOPADA BLOCK KHATAULI KHATAULI DISTT MUZAFFARNAGAR UTTAR PRADESH 252203","0.0","MUZAFFARNAGAR","MUZAFFARNAGAR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007663","NA","NANPUR","VILLAGE-NANPURBLOCK -GARH MUKTESHWAR","0.0","HAPUR","HAPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007662","NA","GOHRA ALAMGEERPUR","VILLAGE-GOHRA ALAMGEERPURBLOCK -GARH MUKTESHWAR","0.0","HAPUR","HAPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007661","245013503.0","BRIJNATHPUR","HAPUR BULANDSHAHR ROAD,BEHIND HAFIZPUR POLICECHECK POST,VILLAGE-BRIJNATHPUR,DISTT. PANCHSH","1222954122.0","PANCHSHEEL NAGAR (UP)","PANCHSHEEL NAGAR (UP)","UTTAR PRADESH"
"BANK OF INDIA","BKID0007660","250013302.0","SAIDBHAR","VILL SAIDBHAR NEAR BINOLI ADDA AMINAGAR SARAI BHAGPAT","0.0","BAGHPAT","BAGHPAT","UTTAR PRADESH"
"BANK OF INDIA","BKID0007659","246013051.0","BAGARPUR","VILLAGE BAGARPUR BLOCK JALILPUR TEHSIL CHANDPUR DISTT BIJNOR UTTAR PRADESH 246725","8923393342.0","BAGHPAT","BAGHPAT","UTTAR PRADESH"
"BANK OF INDIA","BKID0007658","WAITING","ROSHNABAD","DEEP GANGA COMMERCIAL COMPLEX ANCHOR NO 1 PLOT NO 5 SEC 5A SIDKUL ROSHNABAD 249403","0.0","HARDWAR","HARIDWAR","UTTARAKHAND"
"BANK OF INDIA","BKID0007656","WAITING","HUSSAINPUR CHIRAWALI","MORADABAD CHANDAUSI ROAD P O HUSSAINPUR HAMIRPUR BLOCK KUNDERK BILARI 244001","0.0","MORADABAD","MORADABAD","UTTAR PRADESH"
"BANK OF INDIA","BKID0007655","WAITING","KESHAV NAGAR","SHIKSHA BHARTI MODINAGAR ROAD KESHAV NAGAR DISTT HAPUR UTTAR PRADESH 245101","0.0","GONDA","GONDA","UTTAR PRADESH"
"BANK OF INDIA","BKID0007654","NA","SARAI JWALAPUR","TRANSPORT NAGARVILLAGE- SARAI JWALAPUR","0.0","HARIDWAR","HARIDWAR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007653","247013302.0","SHAMLI","DIAMOND ENGG. CO, BUILDING NO 594,WARD NO 24PANIPAT ROAD,OPP DR. MUKESH NURSING HOME , SH","0.0","SHAMLI","SHAMLI","UTTAR PRADESH"
"BANK OF INDIA","BKID0007652","251013501.0","PURKAJI","NEAR BUS STAND G T ROAD, PURKAJI,DISTT. MUZAFFARNAGAR","8449405520.0","MUZAFFARPUR","MUZAFFARPUR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007651","251013003.0","NEW MUZAFFAR NAGAR","723 ROORKE ROAD, NEAR SHAHARAN PURBUS STAND MUZAFFARNAGAR","1312440221.0","MUZAFFAR NAGAR","MUZAFFAR NAGAR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007650","251013002.0","MUZAFFARNAGAR","OPP. PEACE LIBRARYTOWN HALL ROAD, P.B.NO.219,","1312436313.0","MUZAFFAR NAGAR","MUZAFFAR NAGAR","UTTAR PRADESH"
"BANK OF INDIA","BKID0007636","282013509.0","SIROLI BRANCH","TOMER MARKET NEAR BOBBY GARDEN SIROLI ROAD DHANAULI UTTAR PRADESH 283102","0.0","AGRA","AGRA","UTTAR PRADESH"
"BANK OF INDIA","BKID0007635","WAITING","SAMDHAN","BANK OF INDIA SAMDHAN BRANCH VILLAGE SAMDHAN GURSAHAIGANJ FARRUKHABAD ROAD SAMDHAN","0.0","KANNAUJ","KANAUJ","UTTAR PRADESH"
"BANK OF INDIA","BKID0007634","WAITING","ANNAPURNA ANOGI","VILLAGE ANAUGI KHEDA POST ANAUGI JAIL ROAD DISTT KANNAUJ UTTAR PRADESH 209733","0.0","KANNAUJ","KANAUJ","UTTAR PRADESH"
"BANK OF INDIA","BKID0007633","WAITING","HASERAN","VILLAGE POST HASERAN KHADINI ROAD DISTT KANNAUJ UTTAR PRADESH 209728","0.0","KANNAUJ","KANAUJ","UTTAR PRADESH"
"BANK OF INDIA","BKID0007632","WAITING","TAJ BULAND MIYAPUR","BUILD CITY MIYAPUR NEAR TDI CITY FATEHABAD ROAD DISTT AGRA UTTAR PRADESH 282006 STD CODE 0562","0.0","AGRA","AGRA","UTTAR PRADESH"
"BANK OF INDIA","BKID0007631","WAITING","SARAI DAULAT","VILLAGE POST SARAI DAULAT BLOCK TALGRAM G51 TEHSIL CHHIBRAMAU G T ROAD","0.0","KANNAUJ","KANAUJ","UTTAR PRADESH"
"BANK OF INDIA","BKID0007630","WAITING","TAJ POWER GRID NOUFRI","VILLAGE NOUFRI ND COLLEGE OF SCIENCE TECHNOLOGY CAMPUS SHAMSABAD ROAD AGRA","0.0","AGRA","AGRA","UTTAR PRADESH"
"BANK OF INDIA","BKID0007629","WAITING","PRAKASHI ENCLAVE SONARI","PRAKASHI ENCLAVE SONARI BRANCH 34 B PRAKASHI ENCLAVE NEAR PUSHPANJALI TOWER SHASTRIPURAM","0.0","AGRA","AGRA","UTTAR PRADESH"
"BANK OF INDIA","BKID0007627","WAITING","PATAUNJA","SHRI MAIKU LAL INTER COLLEGE CHHIBRAMAU FATEHGARH ROAD JAHANGANJ PIN 209741","0.0","JAHANGANJ","FARRUKHABAD","UTTAR PRADESH"
"BANK OF INDIA","BKID0007626","209013003.0","AJMATPUR","VILLAGE KUAIYA BOOT PO PACHPOKHARA NEAR MAHADEV COLD STORAGE,FARRUKHABAD STATE U.P 209625","0.0","FARRUKHABAD","FARRUKHABAD","UTTAR PRADESH"
